"ngram","pubyear","count","rel_freq"
"539","Electric power system",2015,10,2.98975739015706e-06
"540","Perpendicular plate of ethmoid bone",2007,10,3.42026039126411e-06
"541","Transformer",2011,10,5.44529735952086e-06
"542","Thermal expansion",2011,10,5.44529735952086e-06
"543","Polar coordinate system",2011,10,5.44529735952086e-06
"544","Measuring instrument",2014,10,2.70769877284384e-06
"545","Lattice tower",2015,10,2.98975739015706e-06
"546","Energy conversion efficiency",2011,10,5.44529735952086e-06
"547","Electric generator",2015,10,2.98975739015706e-06
"548","Fuel cell",2008,10,2.82895354745117e-06
"549","Arc length",2013,10,3.17950364768556e-06
"550","Fuel cell",2014,10,2.70769877284384e-06
"551","Tympanic cavity",2012,10,5.9446776409379e-06
"552","Water turbine",2010,10,5.37350710538845e-06
"553","Three-phase electric power",2014,10,2.70769877284384e-06
"554","Star network",2011,10,5.44529735952086e-06
"555","Steam turbine",2011,10,5.44529735952086e-06
"556","Sheet metal",2011,10,5.44529735952086e-06
"557","Renewable resource",2011,10,5.44529735952086e-06
"558","Neuromuscular junction",2008,10,2.82895354745117e-06
"559","Photovoltaic system",2013,10,3.17950364768556e-06
"560","Synchronous motor",2008,10,2.82895354745117e-06
"561","Dynamic pressure",2011,10,5.44529735952086e-06
"562","Alternator",2012,10,5.9446776409379e-06
"563","Pole piece",2013,10,3.17950364768556e-06
"564","Parameter (computer programming)",2015,10,2.98975739015706e-06
"565","Dried fruit",2011,10,5.44529735952086e-06
"566","Heat pump",2008,10,2.82895354745117e-06
"567","Euler angles",2011,10,5.44529735952086e-06
"568","Storage tank",2011,10,5.44529735952086e-06
"569","Electrical connection",2015,10,2.98975739015706e-06
"570","Glass fiber",2013,10,3.17950364768556e-06
"571","Contact area",2011,10,5.44529735952086e-06
"572","Induction generator",2015,10,2.98975739015706e-06
"573","Radioactive source",2010,10,5.37350710538845e-06
"574","Circuit diagram",2011,10,5.44529735952086e-06
"575","Coolant",2008,10,2.82895354745117e-06
"576","Electrical load",2013,10,3.17950364768556e-06
"577","Thin-film optics",2015,10,2.98975739015706e-06
"578","Electrical connection",2013,10,3.17950364768556e-06
"579","Water turbine",2012,10,5.9446776409379e-06
"580","Photovoltaic system",2012,10,5.9446776409379e-06
"581","Fluid parcel",2011,10,5.44529735952086e-06
"582","Fuel cell",2015,9,2.69078165114135e-06
"583","Gear train",2014,9,2.43692889555946e-06
"584","Decibel",2011,9,4.90076762356877e-06
"585","Signaling (telecommunications)",2010,9,4.8361563948496e-06
"586","Units of measurement",2011,9,4.90076762356877e-06
"587","Electric power industry",2011,9,4.90076762356877e-06
"588","Angular velocity",2015,9,2.69078165114135e-06
"589","Carbon dioxide",2010,9,4.8361563948496e-06
"590","Surface (topology)",2011,9,4.90076762356877e-06
"591","Thermal reservoir",2013,9,2.861553282917e-06
"592","Arm",2011,9,4.90076762356877e-06
"593","Heat transfer",2011,9,4.90076762356877e-06
"594","Pulse-width modulation",2011,9,4.90076762356877e-06
"595","Supervisory control",2008,9,2.54605819270605e-06
"596","Thermal energy",2008,9,2.54605819270605e-06
"597","Transducer",2014,9,2.43692889555946e-06
"598","Offshore wind power",2010,9,4.8361563948496e-06
"599","Centrifugal force",2008,9,2.54605819270605e-06
"600","Doppler effect",2014,9,2.43692889555946e-06
"601","Induction motor",2011,9,4.90076762356877e-06
"602","Magnetic core",2014,9,2.43692889555946e-06
"603","Intermittent energy source",2011,9,4.90076762356877e-06
"604","Angular displacement",2008,9,2.54605819270605e-06
"605","Thermal energy",2013,9,2.861553282917e-06
"606","Horizontal plane",2013,9,2.861553282917e-06
"607","Helicopter rotor",2012,9,5.35020987684411e-06
"608","Experience point",2011,9,4.90076762356877e-06
"609","Vertical plane",2013,9,2.861553282917e-06
"610","Carbon dioxide",2008,9,2.54605819270605e-06
"611","Air mass",2009,9,2.747471639224e-06
"612","Field coil",2011,9,4.90076762356877e-06
"613","Rechargeable battery",2013,9,2.861553282917e-06
"614","Dynamic pressure",2015,9,2.69078165114135e-06
"615","Magnetic flux",2010,9,4.8361563948496e-06
"616","Magnetic core",2013,9,2.861553282917e-06
"617","Rolling-element bearing",2010,9,4.8361563948496e-06
"618","Electrical load",2011,9,4.90076762356877e-06
"619","Flow velocity",2011,9,4.90076762356877e-06
"620","Air mass",2013,9,2.861553282917e-06
"621","Metal matrix composite",2011,9,4.90076762356877e-06
"622","Reference range",2012,9,5.35020987684411e-06
"623","Reluctance motor",2006,9,3.66816925748103e-06
"624","Parallel axis theorem",2011,9,4.90076762356877e-06
"625","Glass transition",2013,9,2.861553282917e-06
"626","Energy transformation",2007,9,3.0782343521377e-06
"627","Driver circuit",2011,9,4.90076762356877e-06
"628","Natural frequency",2011,9,4.90076762356877e-06
"629","Carbon dioxide",2013,9,2.861553282917e-06
"630","Wind tunnel",2009,9,2.747471639224e-06
"631","ISO 6709",2014,9,2.43692889555946e-06
"632","Arc length",2011,9,4.90076762356877e-06
"633","Mechanical load",2015,9,2.69078165114135e-06
"634","Electrical load",2015,9,2.69078165114135e-06
"635","Plane of rotation",2011,9,4.90076762356877e-06
"636","Rotational energy",2007,9,3.0782343521377e-06
"637","Induction motor",2014,9,2.43692889555946e-06
"638","Strength of materials",2011,9,4.90076762356877e-06
"639","Wireless power transfer",2015,9,2.69078165114135e-06
"640","Test bench",2008,9,2.54605819270605e-06
"641","Power module",2014,9,2.43692889555946e-06
"642","Drag (physics)",2009,9,2.747471639224e-06
"643","Active Power",2011,9,4.90076762356877e-06
"644","Plane of rotation",2014,9,2.43692889555946e-06
"645","Syncword",2011,9,4.90076762356877e-06
"646","Pressure measurement",2014,9,2.43692889555946e-06
"647","Multiview orthographic projection",2011,9,4.90076762356877e-06
"648","Thermography",2014,9,2.43692889555946e-06
"649","Active Power",2013,9,2.861553282917e-06
"650","Plane of rotation",2015,9,2.69078165114135e-06
"651","Control theory",2015,9,2.69078165114135e-06
"652","Reference range",2011,9,4.90076762356877e-06
"653","AC power",2008,9,2.54605819270605e-06
"654","Beaufort scale",2012,9,5.35020987684411e-06
"655","Network element",2011,9,4.90076762356877e-06
"656","Brake lining",2015,9,2.69078165114135e-06
"657","Arc length",2015,9,2.69078165114135e-06
"658","Lifting equipment",2014,9,2.43692889555946e-06
"659","Magnetic flux",2007,8,2.73620831301129e-06
"660","Sensible heat",2011,8,4.35623788761669e-06
"661","Offshore construction",2011,8,4.35623788761669e-06
"662","Rolling-element bearing",2007,8,2.73620831301129e-06
"663","Transformer types",2006,8,3.26059489553869e-06
"664","Measuring instrument",2010,8,4.29880568431076e-06
"665","Lift coefficient",2010,8,4.29880568431076e-06
"666","Confidence interval",2011,8,4.35623788761669e-06
"667","Transmission system",2009,8,2.44219701264356e-06
"668","Fiber bundle",2014,8,2.16615901827507e-06
"669","Electric energy consumption",2012,8,4.75574211275032e-06
"670","Wind shear",2015,8,2.39180591212565e-06
"671","Hydropower",2015,8,2.39180591212565e-06
"672","Inter Alia",2011,8,4.35623788761669e-06
"673","Frequency band",2011,8,4.35623788761669e-06
"674","Electric power distribution",2013,8,2.54360291814845e-06
"675","Transformer",2014,8,2.16615901827507e-06
"676","Surface area",2010,8,4.29880568431076e-06
"677","Solar cell",2008,8,2.26316283796094e-06
"678","Lateral surface",2011,8,4.35623788761669e-06
"679","Ladder tournament",2008,8,2.26316283796094e-06
"680","Industrial applicability",2015,8,2.39180591212565e-06
"681","Light",2010,8,4.29880568431076e-06
"682","Functional testing",2008,8,2.26316283796094e-06
"683","Water",2010,8,4.29880568431076e-06
"684","Steam accumulator",2011,8,4.35623788761669e-06
"685","Flight dynamics",2011,8,4.35623788761669e-06
"686","Thermometer",2014,8,2.16615901827507e-06
"687","Air current",2015,8,2.39180591212565e-06
"688","Parameter (computer programming)",2014,8,2.16615901827507e-06
"689","Composite material",2009,8,2.44219701264356e-06
"690","Frequency analysis",2012,8,4.75574211275032e-06
"691","Induction motor",2008,8,2.26316283796094e-06
"692","Photovoltaic system",2010,8,4.29880568431076e-06
"693","Wireless",2011,8,4.35623788761669e-06
"694","Electrical load",2014,8,2.16615901827507e-06
"695","Alternator",2009,8,2.44219701264356e-06
"696","Gear",2011,8,4.35623788761669e-06
"697","Semiconductor device",2011,8,4.35623788761669e-06
"698","ISO 6709",2009,8,2.44219701264356e-06
"699","Compactification (physics)",2011,8,4.35623788761669e-06
"700","Surface (topology)",2014,8,2.16615901827507e-06
"701","Renewable fuels",2013,8,2.54360291814845e-06
"702","Biomolecular structure",2009,8,2.44219701264356e-06
"703","Emergency management",2011,8,4.35623788761669e-06
"704","Light",2015,8,2.39180591212565e-06
"705","Wind engineering",2014,8,2.16615901827507e-06
"706","Syncword",2015,8,2.39180591212565e-06
"707","DC motor",2008,8,2.26316283796094e-06
"708","Fuel cell",2012,8,4.75574211275032e-06
"709","Drinking water",2015,8,2.39180591212565e-06
"710","Hydraulic cylinder",2012,8,4.75574211275032e-06
"711","Lubricant",2015,8,2.39180591212565e-06
"712","Offshore wind power",2015,8,2.39180591212565e-06
"713","Rechargeable battery",2010,8,4.29880568431076e-06
"714","Lattice tower",2013,8,2.54360291814845e-06
"715","Dental notation",2013,8,2.54360291814845e-06
"716","Betz's law",2009,8,2.44219701264356e-06
"717","Slewing bearing",2014,8,2.16615901827507e-06
"718","Central Unit",2011,8,4.35623788761669e-06
"719","Surface area",2008,8,2.26316283796094e-06
"720","Anchor point",2010,8,4.29880568431076e-06
"721","Bearing (mechanical)",2011,8,4.35623788761669e-06
"722","Moment of inertia",2011,8,4.35623788761669e-06
"723","Current collector",2013,8,2.54360291814845e-06
"724","Differential (mechanical device)",2010,8,4.29880568431076e-06
"725","Time",2015,8,2.39180591212565e-06
"726","Idoneal number",2011,8,4.35623788761669e-06
"727","Rotational energy",2010,8,4.29880568431076e-06
"728","Friction",2008,8,2.26316283796094e-06
"729","Polyester resin",2011,8,4.35623788761669e-06
"730","Tympanic cavity",2010,8,4.29880568431076e-06
"731","Fuel cell",2009,8,2.44219701264356e-06
"732","Syncword",2014,8,2.16615901827507e-06
"733","Computer data storage",2008,8,2.26316283796094e-06
"734","Heat sink",2009,8,2.44219701264356e-06
"735","Magnetic circuit",2011,8,4.35623788761669e-06
"736","Flow diagram",2015,8,2.39180591212565e-06
"737","Optical fiber",2011,8,4.35623788761669e-06
"738","Wave power",2015,8,2.39180591212565e-06
"739","Power electronics",2014,8,2.16615901827507e-06
"740","Condition monitoring",2013,8,2.54360291814845e-06
"741","Magnetic flux",2008,8,2.26316283796094e-06
"742","Rotation around a fixed axis",2010,8,4.29880568431076e-06
"743","Measuring instrument",2011,8,4.35623788761669e-06
"744","Air current",2014,8,2.16615901827507e-06
"745","Electric generator",2007,8,2.73620831301129e-06
"746","Energy storage",2010,8,4.29880568431076e-06
"747","Water level",2009,8,2.44219701264356e-06
"748","Operating point",2011,8,4.35623788761669e-06
"749","Flow battery",2015,8,2.39180591212565e-06
"750","Plant System",2014,8,2.16615901827507e-06
"751","Lorentz force",2012,8,4.75574211275032e-06
"752","Low voltage",2011,8,4.35623788761669e-06
"753","Renewable fuels",2011,8,4.35623788761669e-06
"754","Load profile",2014,8,2.16615901827507e-06
"755","Power function",2009,8,2.44219701264356e-06
"756","Power-flow study",2015,8,2.39180591212565e-06
"757","Wind engineering",2009,8,2.44219701264356e-06
"758","Power factor",2014,8,2.16615901827507e-06
"759","Drinking water",2008,8,2.26316283796094e-06
"760","Torsion spring",2011,7,3.8117081516646e-06
"761","Signaling (telecommunications)",2008,7,1.98026748321582e-06
"762","Electric energy consumption",2007,7,2.39418227388488e-06
"763","High-altitude wind power",2013,7,2.22565255337989e-06
"764","Transmission system",2015,7,2.09283017310994e-06
"765","Energy consumption",2015,7,2.09283017310994e-06
"766","Brake force",2011,7,3.8117081516646e-06
"767","Energy storage",2008,7,1.98026748321582e-06
"768","Flow velocity",2010,7,3.76145497377191e-06
"769","Euclidean vector",2013,7,2.22565255337989e-06
"770","Windcatcher",2015,7,2.09283017310994e-06
"771","Frequency changer",2012,7,4.16127434865653e-06
"772","Contact angle",2011,7,3.8117081516646e-06
"773","Centrifugal force",2006,7,2.85302053359635e-06
"774","Energy consumption",2010,7,3.76145497377191e-06
"775","Control theory",2009,7,2.13692238606311e-06
"776","Normal (geometry)",2015,7,2.09283017310994e-06
"777","Horizontal and vertical",2010,7,3.76145497377191e-06
"778","002 - Early Stage",2011,7,3.8117081516646e-06
"779","Induction generator",2009,7,2.13692238606311e-06
"780","Energy development",2012,7,4.16127434865653e-06
"781","Surface (topology)",2015,7,2.09283017310994e-06
"782","Drive shaft",2010,7,3.76145497377191e-06
"783","Turbine",2014,7,1.89538914099069e-06
"784","Structural integrity and failure",2010,7,3.76145497377191e-06
"785","Aerodynamic force",2015,7,2.09283017310994e-06
"786","Control unit",2011,7,3.8117081516646e-06
"787","Viscosity",2011,7,3.8117081516646e-06
"788","Hydraulics",2015,7,2.09283017310994e-06
"789","Beaufort scale",2006,7,2.85302053359635e-06
"790","Gear train",2015,7,2.09283017310994e-06
"791","Kinetic energy",2007,7,2.39418227388488e-06
"792","Rechargeable battery",2009,7,2.13692238606311e-06
"793","Kinetic energy",2006,7,2.85302053359635e-06
"794","Strain gauge",2011,7,3.8117081516646e-06
"795","Thermal energy storage",2011,7,3.8117081516646e-06
"796","Design",2011,7,3.8117081516646e-06
"797","Horizontal and vertical",2012,7,4.16127434865653e-06
"798","Volumetric flow rate",2014,7,1.89538914099069e-06
"799","Preventive maintenance",2013,7,2.22565255337989e-06
"800","Control unit",2013,7,2.22565255337989e-06
"801","Automotive battery",2013,7,2.22565255337989e-06
"802","Low-pressure area",2014,7,1.89538914099069e-06
"803","Turbine",2013,7,2.22565255337989e-06
"804","Weather station",2011,7,3.8117081516646e-06
"805","Signal generator",2012,7,4.16127434865653e-06
"806","Eddy current",2014,7,1.89538914099069e-06
"807","Offshore structure",2007,7,2.39418227388488e-06
"808","Flight control surfaces",2006,7,2.85302053359635e-06
"809","Method of moments (statistics)",2015,7,2.09283017310994e-06
"810","Intermediate good",2012,7,4.16127434865653e-06
"811","Linear alternator",2011,7,3.8117081516646e-06
"812","Renewable energy",2008,7,1.98026748321582e-06
"813","Rechargeable battery",2014,7,1.89538914099069e-06
"814","Energy consumption",2013,7,2.22565255337989e-06
"815","Oil bath",2011,7,3.8117081516646e-06
"816","Windcatcher",2013,7,2.22565255337989e-06
"817","Noise (electronics)",2011,7,3.8117081516646e-06
"818","Fuel cell",2013,7,2.22565255337989e-06
"819","Wind machine",2015,7,2.09283017310994e-06
"820","Gear",2015,7,2.09283017310994e-06
"821","Chemical energy",2014,7,1.89538914099069e-06
"822","Epicyclic gearing",2006,7,2.85302053359635e-06
"823","Rechargeable battery",2015,7,2.09283017310994e-06
"824","Ambient pressure",2011,7,3.8117081516646e-06
"825","Direct current",2007,7,2.39418227388488e-06
"826","Lorentz force",2013,7,2.22565255337989e-06
"827","Rotational energy",2012,7,4.16127434865653e-06
"828","Thermal power station",2011,7,3.8117081516646e-06
"829","Mechanical energy",2006,7,2.85302053359635e-06
"830","Water",2015,7,2.09283017310994e-06
"831","Dynamic pressure",2012,7,4.16127434865653e-06
"832","Polar coordinate system",2015,7,2.09283017310994e-06
"833","HVAC",2008,7,1.98026748321582e-06
"834","Silicone resin",2011,7,3.8117081516646e-06
"835","Horizontal plane",2010,7,3.76145497377191e-06
"836","Magnetic bearing",2009,7,2.13692238606311e-06
"837","Energy transformation",2012,7,4.16127434865653e-06
"838","Solid fuel",2011,7,3.8117081516646e-06
"839","Engine-generator",2015,7,2.09283017310994e-06
"840","Atmosphere of Earth",2011,7,3.8117081516646e-06
"841","Potential energy",2011,7,3.8117081516646e-06
"842","Variable speed wind turbine",2011,7,3.8117081516646e-06
"843","Energy storage device",2012,7,4.16127434865653e-06
"844","Energy transformation",2010,7,3.76145497377191e-06
"845","Carbon monoxide",2013,7,2.22565255337989e-06
"846","Carbon dioxide",2015,7,2.09283017310994e-06
"847","Pollution",2014,7,1.89538914099069e-06
"848","Drive wheel",2013,7,2.22565255337989e-06
"849","Unit operation",2011,7,3.8117081516646e-06
